id,institutionCode,collectionCode,ownerInstitutionCode,basisOfRecord,occurrenceID,catalogNumber,otherCatalogNumbers,higherClassification,kingdom,phylum,class,order,family,scientificName,taxonID,scientificNameAuthorship,genus,subgenus,specificEpithet,verbatimTaxonRank,infraspecificEpithet,taxonRank,identifiedBy,dateIdentified,identificationReferences,identificationRemarks,taxonRemarks,identificationQualifier,typeStatus,recordedBy,associatedCollectors,recordNumber,eventDate,year,month,day,startDayOfYear,endDayOfYear,verbatimEventDate,occurrenceRemarks,habitat,substrate,verbatimAttributes,fieldNumber,eventID,informationWithheld,dataGeneralizations,dynamicProperties,associatedOccurrences,associatedSequences,associatedTaxa,reproductiveCondition,establishmentMeans,cultivationStatus,lifeStage,sex,individualCount,preparations,country,stateProvince,county,municipality,locality,locationRemarks,localitySecurity,localitySecurityReason,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters,verbatimCoordinates,georeferencedBy,georeferenceProtocol,georeferenceSources,georeferenceVerificationStatus,georeferenceRemarks,minimumElevationInMeters,maximumElevationInMeters,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,verbatimElevation,disposition,language,recordEnteredBy,modified,sourcePrimaryKey-dbpk,collId,recordId,references
382618,SDSU,,,PreservedSpecimen,8b55f0ac-213c-4154-a05e-0ba4818b7b33,08247,SDSU08247,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Kyle L. Gunther",2020-01-22,"Jepson eFlora","Based on synonymy only.",,,,"Howe, D. F.",,4269,1966-06-06,1966,6,6,157,,06/06/1966,,,,,,,,,,,,,,,0,,,,,"United States",California,Mendocino,,"1.5 miles east of Casper",,0,,39.3593,-123.7846,WGS84,1045,,"Humboldt S.U. (no. 4)",,"GoogleMaps via BerkeleyMapper",,"georef from 2006-2015 archive backup file; Date Georeferenced: Thu May 31 16:21:35 2012",,,,,,,,,preprocessed,"2020-11-24 16:15:29",,6,urn:uuid:8b55f0ac-213c-4154-a05e-0ba4818b7b33,https://www.cch2.org/portal/collections/individual/index.php?occid=382618
614527,SFV,,,PreservedSpecimen,752786b1-73b7-47d5-bb2d-22a82207b6ba,SFV108901,SFV-4411,Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,,,,,,,,"J. Turner","C. Blake, F. M. Ball","s. n.",1963-05-05,1963,5,5,125,,"5 May 1963","DT&H# 1874 SK&F# 1304",,,"Largish shrub.",,,,,,,,,Flowering,"Wild: native/naturalized",,,,,,"United States",California,"San Luis Obispo",,"Thicket at edge of Oso Flaco Lake.",,0,,35.03,-120.62,,1000,"35° 1m 48s N; 120° 37m 12s W",,,,,,4,,,,,"13 ft.",,,JNH,"2013-08-07 00:00:00",,41,urn:uuid:752786b1-73b7-47d5-bb2d-22a82207b6ba,https://www.cch2.org/portal/collections/individual/index.php?occid=614527
1181016,RSA,POM,,PreservedSpecimen,def79623-e9ef-4a3f-91ec-e0dfb75feabc,RSA0009583,"POM accession #: 86822",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Myrica,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Myrica californica",26363,Cham.,Myrica,,californica,,,Species,,,,,,,,"Marcus E. Jones",,2351,1881-07-04,1881,7,4,185,,,"Imaged for M.E. Jones Mellon Project.",,,,,,,,,,,,vegetative,Native,,,,,"herbarium sheet","United States",California,"Santa Cruz",,"Santa Cruz.",,0,,36.96402,-122.03416,WGS84,3777,"36.96402° -122.03416°","UCSanta Cruz C",,"GoogleMaps via BerkeleyMapper (copied from POM100667)",,"Fri Sep 27 21:33:03 2013; georef from 2006-2015 archive backup file",,,,,,,,,"Josh J. Paolini; cataloged date: 2013-04-16","2021-06-09 08:33:52",def79623-e9ef-4a3f-91ec-e0dfb75feabc,17,urn:uuid:eb8cd6cb-c474-4495-a65a-8284e1d26fb3,https://www.cch2.org/portal/collections/individual/index.php?occid=1181016
1308202,DAV,,,PreservedSpecimen,UCD36729,AHUC106999,"AHUC039069; UCD36729",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Beecher Crampton",,3035,1955-07-26,1955,7,26,207,,"26 Jul 1955",,"Growing in bog.",,"Shrub 3-4 feet.",,,,,,,,,,,,,,,,"United States",California,"Mendocino County",,"Mendocino County, 0.5 mile north of Albion, along State Highway 1.",,0,,39.231456,-123.771105,WGS84,273,,"Chico S.U. (no. 9)",,GEOLocate,,,,,,,,,,,evyun,"2021-07-20 11:45:25",UCD36729,39,urn:uuid:bfa20647-8cfb-4286-8a08-8aa7bd6ba5f8,https://www.cch2.org/portal/collections/individual/index.php?occid=1308202
1363274,DAV,,,PreservedSpecimen,UCD110273,DAV359105,"DAV6226; UCD110273",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Dan Axelrod",,s.n.,1932-03-27,1932,3,27,87,,"27 Mar 1932",,,,,,,,,,,,,,,,,,,,"United States",California,Alameda,,"Alameda County: Strawberry Canyon, Berkeley Hills.",,0,,37.87645,-122.23793,NAD27,1255,,"San Jose S.U. A",,"Terrain Navigator 5.03 1:24000 (copied from JEPS113080)",,"Date Georeferenced: Sun Nov 25 21:10:41 2012",,,,,,,,,evyun,"2021-07-20 11:36:34",UCD110273,39,urn:uuid:0068c97d-66a1-47a8-8211-ad715f376ffa,https://www.cch2.org/portal/collections/individual/index.php?occid=1363274
1363276,DAV,,,PreservedSpecimen,UCD110276,DAV359104,"DAV81987; UCD110276",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Linda M. Barker",,1542,1976-06-01,1976,6,1,153,,"1 Jun 1976",,"Coastal forest and dunes. Beach pine forest.",,,,,,,,,,"Pinus contorta, Garrya elliptica, Vaccinium ovatum, Anaphalis margaritacea, Arctostaphylos uva-ursi, Gaultheria shallon, Hierochloe occidentalis, Pteridium aquilinum, Solidago spathulata",,,,,,,,"United States",California,"Humboldt County",,"Humboldt County: Lanphere-Christensen Dunes. 3 miles west of Arcata.",,0,,40.8919,-124.1438,NAD27,1220,"T6N, R1W, Sec. 23","Humboldt S.U. (no. 5)",,"Terrain Navigator Pro (copied from HSC40342)",,"Date Georeferenced: Thu Apr 12 13:43:01 2012",,,,,,,,,evyun,"2021-07-20 11:34:54",UCD110276,39,urn:uuid:d61df14a-b0ca-47c2-a968-2b45fc48120e,https://www.cch2.org/portal/collections/individual/index.php?occid=1363276
1363280,DAV,,,PreservedSpecimen,UCD110280,DAV359103,"DAV105988; UCD110280",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Frederica Bowcutt",,660,1986-04-11,1986,4,11,101,,"11 Apr 1986",,"Coastal bluff. Nearly vertical cliffs of marine terraces.",,,,,,,,,,"Lupinus, Calamagrostis, Petasites palmatus, Grindelia, Achillea, Plantago",,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: Sinkyone Wilderness State Park. Needle Rock. Between Whale Gulch and Bear Harbor. About 20 miles W of Garberville .",,0,,39.9184,-123.9424,WGS84,98,,"Humboldt S.U. (no. 15)",,"GoogleMaps via BerkeleyMapper",,,30,,,,,"0 - 100ft",,,evyun,"2021-07-20 11:30:13",UCD110280,39,urn:uuid:78640222-e1ee-4ca3-8827-a9d717f04e47,https://www.cch2.org/portal/collections/individual/index.php?occid=1363280
1363285,DAV,,,PreservedSpecimen,UCD110286,AHUC107000,"AHUC21831; UCD110286",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"B. Crampton",,3051,1955-07-26,1955,7,26,207,,"26 Jul 1955",,"sandy sphagnum bog forested by pine and cypress with understory of ericaceous shrubs.",,"Shrub 3-8 ft.",,,,,,,,,,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: Extension of Oak St. 2 miles east of Fort Bragg (central).",,0,,39.5480555555556,-123.7625,NAD83,402,,"Humboldt S.U. (no. 15)",,"GoogleMaps via BerkeleyMapper (copied from UCD38490)",,,,,,,,,,,evyun,"2021-07-20 11:48:17",UCD110286,39,urn:uuid:7419f4c1-f551-4b11-906d-d9097e1ef2cc,https://www.cch2.org/portal/collections/individual/index.php?occid=1363285
1363286,DAV,,,PreservedSpecimen,UCD110287,DAV359102,"DAV100895; UCD110287",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Roman Gankin","W. R. Hildreth, Ken Milam",508,1965-04-15,1965,4,15,105,,"15 Apr 1965","Shrub ca. 6 feet high. (U.C. Davis Arboretum Accession No. A65.264).",,,,,,,,,,,,,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: Haven's Neck, north of Anchor Bay.",,0,,38.8093,-123.5979,WGS84,213,,"Humboldt S.U. (no. 5)",,"GoogleMaps via BerkeleyMapper (copied from RSA407009)",,"Date Georeferenced: Thu May 31 09:31:39 2012",,,,,,,,,evyun,"2021-07-20 11:26:54",UCD110287,39,urn:uuid:b4b360b5-966a-461f-9bfa-95f1deab0940,https://www.cch2.org/portal/collections/individual/index.php?occid=1363286
1363288,DAV,,,PreservedSpecimen,UCD110289,DAV359101,"DAV6228; UCD110289",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Morris Halperin",,s.n.,1931-09-25,1931,9,25,268,,"25 Sep 1931","Restricted colony.",,,,,,,,,,,,,,,,,,,"United States",California,Alameda,,"Alameda County: South bank of creek, near fort bridge. Strawberry Canon, Berkeley.",,0,,37.872965,-122.241165,WGS84,1450,,"Chico S.U. (no. 9)",,"Geolocate (copied from UCD113856)",,,,,,,,,,,evyun,"2021-07-20 11:25:05",UCD110289,39,urn:uuid:e26c8301-8eef-4996-b54a-200330e9ec4c,https://www.cch2.org/portal/collections/individual/index.php?occid=1363288
1363292,DAV,,,PreservedSpecimen,UCD110293,DAV359100,"DAV92061; UCD110293",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Mary M. Hektner","Sue Dakuzaku, Cathy Hendel",091,1974-06-29,1974,6,29,180,,"29 Jun 1974",,"coastal prairie.",,"Shrub, 11 feet tall;",,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Unit 24 Owners' Map, Sea Ranch, near State Highway 1.",,0,,38.728673,-123.475388,WGS84,655,,"UCBerkeley B",,"Geolocate (copied from HSC83425)",,"Date Georeferenced: Thu Sep 13 13:43:29 2012",,,,,,,,,evyun,"2021-07-20 11:22:46",UCD110293,39,urn:uuid:c6b9913f-f94c-4fbf-8f8f-a9f7b9d1423a,https://www.cch2.org/portal/collections/individual/index.php?occid=1363292
1363295,DAV,,,PreservedSpecimen,UCD110296,DAV359099,"DAV32324; UCD110296",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Miss K. D. Jones",,1444,1926-06-11,1926,6,11,162,,"11 Jun 1926",,"Grows on wet flats or on rocky hillside.",,Greenish-brown.,,,,,,,,,,,,,,,,"United States",California,"San Francisco County",,"San Francisco County: Golden Gate Park, San Francisco.",,0,,37.7692,-122.4799,WGS84,3500,,"San Jose S.U. A",,"GoogleMaps via BerkeleyMapper (copied from UCD52380)",,"Date Georeferenced: Fri Feb 10 16:39:37 2012",9,,,,,"8 - 30ft",,,evyun,"2021-07-20 11:20:37",UCD110296,39,urn:uuid:e7350a30-7301-482f-a58e-ebc7df9ed375,https://www.cch2.org/portal/collections/individual/index.php?occid=1363295
1363296,DAV,,,PreservedSpecimen,UCD110297,DAV359106,"DAV6227; UCD110297",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"P. B. Kennedy",,s.n.,1919-05-16,1919,5,16,136,,"16 May 1919","Wax Myrtle or Bay Berry.",,,,,,,,,,,,,,,,,,,"United States",California,"Sonoma County",,"Sonoma County: Del Mar.",,0,,38.742805,-123.499474,WGS84,1500,,"UCBerkeley B",,"Geolocate (copied from UCD93601)",,"Date Georeferenced: Fri May 11 16:28:12 2012",,,,,,,,,evyun,"2021-07-20 11:38:20",UCD110297,39,urn:uuid:2f2bf961-c97c-451b-8500-0df62617cee7,https://www.cch2.org/portal/collections/individual/index.php?occid=1363296
1363297,DAV,,,PreservedSpecimen,UCD110298,DAV359107,"DAV133442; UCD110298",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"D. Sanchez-Mata","M. G. Barbour",s.n.,1996-04-14,1996,4,14,105,,"14 Apr 1996",,"Coast forests.",,,,,,,,,,,,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: Fort Bragg-Mendocino. Jug Handle State Reserve. Jug Handle Creek.",,0,,39.368443,-123.785356,WGS84,2850,,"Chico S.U. (no. 9)",,"Geolocate (copied from UCD118100)",,,30,,,,,,,,evyun,"2021-07-20 11:39:25",UCD110298,39,urn:uuid:bdcb0016-a793-430c-be48-1c82682224cd,https://www.cch2.org/portal/collections/individual/index.php?occid=1363297
1363299,DAV,,,PreservedSpecimen,UCD110300,DAV359108,"DAV63353; UCD110300",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Thomas Morley",,88,1940-11-23,1940,11,23,328,,"23 Nov 1940","In shade of Lithocarpus, Arbutus menziesii; growing with Cornus, Salix.",,,"A shrubby tree 15 feet high, leaves faintly fragrant.",,,,,,,,,,,,,,,,"United States",California,"San Benito County",,"San Benito County: Northwest side of Fremont Peak.",,0,,36.76046,-121.53211,NAD27,3136,,"UCSanta Cruz D",,"Terrain Navigator 5.03 1:24000 (copied from UC674791)",,"Date Georeferenced: Mon Nov 5 11:44:06 2012",488,,,,,1600ft,,,evyun,"2021-07-20 11:41:04",UCD110300,39,urn:uuid:cb0e6579-f110-4e21-886a-3944601cabfc,https://www.cch2.org/portal/collections/individual/index.php?occid=1363299
1363301,DAV,,,PreservedSpecimen,UCD110302,DAV359109,"DAV29706; UCD110302",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Malcolm A. Nobs","S. Galen Smith",864,1949-06-24,1949,6,24,175,,"24 Jun 1949",,"Fresh water marsh, estuary leading into bay.",,"Shrub, 6-15 feet tall; with Cornus.",,,,,,,,Cornus,,,,,,,,"United States",California,"San Luis Obispo County",,"San Luis Obispo County: East end of Morro Bay.",,0,,35.3465,-120.8363,NAD27,1000,,"UCDavis I",,"Terrain Nav. v. 8.7 (copied from SBBG42998)",,"Date Georeferenced: Thu May 3 10:08:15 2018",,,,,,,,,evyun,"2021-07-20 11:42:47",UCD110302,39,urn:uuid:42007615-5c3c-41b3-917f-0d83722bc047,https://www.cch2.org/portal/collections/individual/index.php?occid=1363301
1363302,DAV,,,PreservedSpecimen,UCD110303,DAV359110,"DAV13936; UCD110303",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"R. V. Parke","J. M. Tucker",2648,1953-05-30,1953,5,30,150,,"30 May 1953",,,,"Shrubby tree 15-18 feet tall.",,,,,,,,"Cupressus, Ledum, Pinus contorta, Rhododendron macrophyllum",,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: 1.9 miles inland from Mendocino.",,0,,39.234891,-123.768203,WGS84,980,,"Humboldt S.U. (no. 15)",,"GoogleMaps via BerkeleyMapper (copied from UCD117848)",,,,,,,,,,,evyun,"2021-07-22 09:12:42",UCD110303,39,urn:uuid:60edb439-5d15-404a-80c2-9749e29e3569,https://www.cch2.org/portal/collections/individual/index.php?occid=1363302
1363304,DAV,,,PreservedSpecimen,UCD110305,DAV359111,"DAV60518; UCD110305",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Ralph N. Philbrick",,s.n.,1964-06-04,1964,6,4,156,,"4 Jun 1964","Edge of water.",,,,,,,,,,,,,,,,,,,"United States",California,"Santa Barbara County",,"Santa Barbara County: Oso Flaco Lake.",,0,,35.03,-120.6175,NAD83,2000,,"Santa Barbara Botanic Garden A",,"Terrain Nav. v. 8.7 (copied from SBBG35759)",,,,,,,,,,,evyun,"2021-07-22 09:13:48",UCD110305,39,urn:uuid:cf58d85c-f436-4a95-b125-3ccd8ea31952,https://www.cch2.org/portal/collections/individual/index.php?occid=1363304
1363305,DAV,,,PreservedSpecimen,0c62582c-3adc-4ba5-a0d4-6b1ba0566832,DAV359112,"DAV37501; UCD110306",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Lewis S. Rose",,65091,1965-08-25,1965,8,25,237,,"25 Aug 1965",,"Wet sandy gully.",,,,,,,,,,,,,,,,,,"United States",California,"Merced County",,"Merced County: Lake Merced, above Brotherhood Way.",,0,,37.714,-122.4745,WGS84,1000,,"San Jose S.U. A",,"GoogleMaps via BerkeleyMapper (copied from HSC7765)",,"copied from duplicate; georef from 2006-2015 archive backup file; Date Georeferenced: Thu Aug 22 13:27:11 2013",15,,,,,50ft,,,evyun,"2021-07-22 09:15:14",UCD110306,39,urn:uuid:0c62582c-3adc-4ba5-a0d4-6b1ba0566832,https://www.cch2.org/portal/collections/individual/index.php?occid=1363305
1363306,DAV,,,PreservedSpecimen,UCD110308,DAV359113,"DAV69290; UCD110308",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Teresa A. Sholars",,15,1975-01-18,1975,1,18,18,,"18 Jan 1975",,"In closed dense pygmy forest.",,"Shrub ca. 4 feet tall, very vigorous (bright green foliage) in comparison with other vegetation.",,,,,,,,"Rhododendron macrophyllum, Vaccinium ovatum, Cupressus pygmaea",,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: 1/8 mile north of Comptche-Ukiah Road, 2 miles east of State Highway 1.",,0,,39.288508,-123.758684,WGS84,1255,,"Humboldt S.U. (no. 15)",,"GoogleMaps via BerkeleyMapper",,,,,,,,,,,evyun,"2021-07-22 09:17:30",UCD110308,39,urn:uuid:687450f3-d14c-4feb-b9e1-deab41a8c104,https://www.cch2.org/portal/collections/individual/index.php?occid=1363306
1363308,DAV,,,PreservedSpecimen,UCD110310,DAV359114,"DAV06229; UCD110310",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"T. I. Storer",,2220,1931-07-01,1931,7,1,182,,"Jul 1931",,,,,,,,,,,,,,,,,,,,"United States",California,"Humboldt County",,"Humboldt County: Near Samoa.",,0,,40.81889,-124.18528,WGS84,1225,,"Chico S.U. (no. 11)",,GEOLocate,,,,,,,,,,,evyun,"2021-07-22 09:19:05",UCD110310,39,urn:uuid:df055103-8488-4ace-aafb-ada37c417f26,https://www.cch2.org/portal/collections/individual/index.php?occid=1363308
1363309,DAV,,,PreservedSpecimen,UCD110311,DAV359115,"DAV31617; UCD110311",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"Joseph P. Tracy",,17956,1948-04-04,1948,4,4,95,,"4 Apr 1948",Common.,"Sand dunes",,"10 ft. tall.",,,,,,,,,,,,,,,,"United States",California,"Humboldt County",,"Humboldt County: Near Samoa, on Humboldt Bay.",,0,,40.8239,-124.1871,NAD27,1622,,"Humboldt S.U. (no. 5)",,"Terrain Navigator Pro (copied from HSC34257)",,"Date Georeferenced: Thu Jul 19 12:25:37 2012",6,,,,,20ft,,,evyun,"2021-07-22 09:21:08",UCD110311,39,urn:uuid:225c5b5c-7f27-4555-ae19-72b6a9343f3e,https://www.cch2.org/portal/collections/individual/index.php?occid=1363309
1363311,DAV,,,PreservedSpecimen,UCD110313,DAV359116,"DAV6225; UCD110313",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"Acc. Jepson Manual II (online), 2011",,,,,,,"T. E. Weier",,s.n.,1942-05-21,1942,5,21,141,,"21 May 1942",,"In Coast Ranges.",,,,,,,,,,,,,,,,,,"United States",California,"Mendocino County",,"Mendocino County: Gualala.",,0,,38.8086,-123.5928,WGS84,495,,"Humboldt S.U. (no. 5)",,"GoogleMaps via BerkeleyMapper (copied from UCD106037)",,"Date Georeferenced: Tue Jun 5 10:57:30 2012",,,,,,,,,evyun,"2021-07-22 09:28:01",UCD110313,39,urn:uuid:21e66400-3248-48cf-85b8-5fff09d578f4,https://www.cch2.org/portal/collections/individual/index.php?occid=1363311
1401521,DAV,,,PreservedSpecimen,0f27f94f-e692-4114-9ad2-9fb5c4bf0ae0,DAV359098,"DAV215250; UCD163600",Organism|Plantae|Viridiplantae|Streptophyta|Embryophyta|Tracheophyta|Spermatophytina|Magnoliopsida|Rosanae|Fagales|Myricaceae|Morella,Plantae,Tracheophyta,Magnoliopsida,Fagales,Myricaceae,"Morella californica",26254,"(Cham.) Wilbur",Morella,,californica,,,Species,"syn acc. Jepson Interchange, Apr 2016",,,,,,,"Peter Rubtzoff",,9634,1980-12-11,1980,12,11,346,,"11 Dec 1980",,,,"Single shrub growing among and in shade of willows (S. lasiolepis var. bigelovii).",,,,,,,,,,,,,,,,"United States",California,"San Mateo County",,"San Mateo County: San Bruno Mountains. 'Saddle' area on north side of Guadalupe Canyon Parkway, west of Radio Road junction, East Fork Colma Creek Canyon.",,0,,37.698333,-122.438889,WGS84,500,"37° 41m 54s N; 122° 26m 20s W",,,,,,,,,,,,,,,"2021-07-20 11:18:06",UCD163600,39,urn:uuid:0f27f94f-e692-4114-9ad2-9fb5c4bf0ae0,https://www.cch2.org/portal/collections/individual/index.php?occid=1401521
